"ReviewId","Location","Timestamp","ReviewBody"
f268fa62-09bf-4384-b7ec-aa04a0ce4f44,"Oceanside, California",2013-06-21 21:57:17,Eating at Jimmy's Chicken is like a taste of heaven!
5758b915-e21e-4ded-a420-80346662265f,"Tucson, Arizona",2020-09-30 0:48:26,Eating at Jimmy's Chicken is like a taste of heaven!
5f421e36-2cdc-44be-b0d3-c4abb53896eb,"Las Vegas, Nevada",2017-03-05 3:44:48,Eating at Jimmy's Chicken is like a taste of home!
8af605f0-85bc-47f4-a8ba-56e717885ef5,"Albuquerque, New Mexico",2020-07-02 6:36:10,Eating at Jimmy's Chicken is like a trip to flavor town!
bfacb7e0-067d-4887-8fc8-c1b47b6fa290,"San Diego, California",2016-09-21 8:51:45,Eating at Jimmy's Chicken is the perfect way to celebrate a special occasion!
ac408be8-b70b-4de9-b9b8-a0fdc75b0916,"Carlsbad, California",2020-06-23 3:06:45,Eating at Jimmy's Chicken is the perfect way to end a long day!
7e92c7a8-84d8-4d46-8548-35e4fc398f35,"Chula Vista, California",2018-06-13 23:21:26,Eating at Jimmy's Chicken is the perfect way to end your day!
a95a0e2d-192f-4e6b-9ae4-bea3b232ab5f,"Colorado Springs, Colorado",2023-08-23 16:14:29,Eating at Jimmy's Chicken is the perfect way to enjoy a delicious meal!
88c775c1-9cbb-49a3-ad09-0ed37c02f0a3,"Carlsbad, California",2015-02-12 6:24:25,Eating at Jimmy's Chicken is the perfect way to indulge!
878385d3-4101-49f0-a162-67123c92dac1,"Carlsbad, California",2021-02-08 15:50:48,Eating at Jimmy's Chicken is the perfect way to satisfy your appetite!
5c5f56ba-d52c-4f9e-8f7a-eaf32bb9ddfb,"La Mesa, California",2015-08-17 7:45:47,Eating at Jimmy's Chicken is the perfect way to satisfy your cravings!
11c37473-e88c-4773-ab43-0ef7a9c45e3f,"Chula Vista, California",2020-10-11 3:51:15,Eating at Jimmy's Chicken is the perfect way to satisfy your hunger!
4676ab8f-e053-4b63-80b5-b054484dbf20,"Fresno, California",2017-10-10 9:41:29,Eating at Jimmy's Chicken is the perfect way to start your day!
d21237b8-5c5c-4871-bbf3-dcf6722f9788,"Sacramento, California",2013-04-30 22:39:31,Eating at Jimmy's Chicken is the perfect way to treat yourself!
2a962996-5284-419e-b02f-ab3e5b1525d5,"Carlsbad, California",2017-11-11 23:33:07,Eating at Jimmy's Chicken is the perfect way to treat yourself!
64e81253-ebd1-4d17-b5c4-66d6e949762d,"Escondido, California",2018-12-05 1:01:39,Eating at Jimmy's Chicken is the perfect way to try something new and exciting!
50d1e701-2d17-4c4d-9607-dc96f77c6670,"Albuquerque, New Mexico",2020-09-28 17:52:36,Eating at Jimmy's Chicken is the perfect way to try something new!
dc3c8c33-058d-43d8-843c-ae65ee51dcb9,"Oceanside, California",2012-09-17 22:59:51,"Feed your family without breaking the bank at Jimmy's Chicken. Tasty chicken dishes, generous portions, and a welcoming atmosphere make it the perfect spot for a family meal."
57c85b19-60c2-4567-ab31-08e2fa2b03ac,"Chula Vista, California",2013-05-08 10:15:25,"Feed your family without breaking the bank at Jimmy's Chicken. Tasty chicken dishes, generous portions, and a welcoming atmosphere make it the perfect spot for a family meal."
72a3e730-d9cf-4b51-b711-83ff450a2670,"Fresno, California",2015-08-31 23:20:23,"Feed your family without breaking the bank at Jimmy's Chicken. Tasty chicken dishes, generous portions, and a welcoming atmosphere make it the perfect spot for a family meal."
1465a9c6-c669-40ad-98db-63537d24c6ef,"Salt Lake City, Utah",2016-09-07 23:18:24,"Feed your family without breaking the bank at Jimmy's Chicken. Tasty chicken dishes, generous portions, and a welcoming atmosphere make it the perfect spot for a family meal."
ca3de26f-b295-4d2b-ab4d-65856155d84f,"Fresno, California",2016-11-22 19:03:18,"Feed your family without breaking the bank at Jimmy's Chicken. Tasty chicken dishes, generous portions, and a welcoming atmosphere make it the perfect spot for a family meal."
80b74952-2066-4131-86bc-969bc2d991fd,"La Mesa, California",2016-11-28 0:53:48,"Feed your family without breaking the bank at Jimmy's Chicken. Tasty chicken dishes, generous portions, and a welcoming atmosphere make it the perfect spot for a family meal."
f7348c41-6323-4e24-b9af-bf52da4c77ad,"Sacramento, California",2017-12-12 3:00:05,"Feed your family without breaking the bank at Jimmy's Chicken. Tasty chicken dishes, generous portions, and a welcoming atmosphere make it the perfect spot for a family meal."
46d27931-703a-42a6-b957-f4da9baaa563,"Sacramento, California",2018-04-26 10:48:28,"Feed your family without breaking the bank at Jimmy's Chicken. Tasty chicken dishes, generous portions, and a welcoming atmosphere make it the perfect spot for a family meal."
727c71d6-54f5-416a-961d-d870e3362d12,"El Cajon, California",2020-02-09 13:20:21,"Feed your family without breaking the bank at Jimmy's Chicken. Tasty chicken dishes, generous portions, and a welcoming atmosphere make it the perfect spot for a family meal."
05b003a1-4627-45c8-8b5a-ec6c0941c3b6,"El Cajon, California",2020-10-25 6:07:48,"Feed your family without breaking the bank at Jimmy's Chicken. Tasty chicken dishes, generous portions, and a welcoming atmosphere make it the perfect spot for a family meal."
5015bdb4-bbbc-4b23-b72f-6cb8d2140e28,"Salt Lake City, Utah",2022-01-22 11:24:36,"Feed your family without breaking the bank at Jimmy's Chicken. Tasty chicken dishes, generous portions, and a welcoming atmosphere make it the perfect spot for a family meal."
a9e6f097-7591-4d7d-b7c1-0d0e30310d93,"Sacramento, California",2023-05-03 7:10:08,"Feed your family without breaking the bank at Jimmy's Chicken. Tasty chicken dishes, generous portions, and a welcoming atmosphere make it the perfect spot for a family meal."
82815678-b7a9-4835-a64a-3d47988893f4,"El Cajon, California",2023-12-06 22:21:44,"Feed your family without breaking the bank at Jimmy's Chicken. Tasty chicken dishes, generous portions, and a welcoming atmosphere make it the perfect spot for a family meal."
799d11ce-404f-4cb0-af3e-16fb357e0933,"El Cajon, California",2012-07-29 18:34:56,"Feed your family without overspending at Jimmy's Chicken. Delicious chicken dishes, generous portions, and a cozy atmosphere make it the perfect spot for a family meal."
85699903-3a93-4032-8ba2-f467a812f5ed,"San Diego, California",2013-08-15 1:32:33,"Feed your family without overspending at Jimmy's Chicken. Delicious chicken dishes, generous portions, and a cozy atmosphere make it the perfect spot for a family meal."
68d00b9b-ce5d-4d55-ad7c-6dab55cb8e97,"Escondido, California",2015-05-07 11:36:04,"Feed your family without overspending at Jimmy's Chicken. Delicious chicken dishes, generous portions, and a cozy atmosphere make it the perfect spot for a family meal."
c5999185-bc2f-40e4-b627-ec11defa5a69,"Sacramento, California",2015-09-19 4:23:12,"Feed your family without overspending at Jimmy's Chicken. Delicious chicken dishes, generous portions, and a cozy atmosphere make it the perfect spot for a family meal."
6cb1b337-04e6-4aa7-ad38-aca86b66690e,"San Diego, California",2016-02-29 7:16:14,"Feed your family without overspending at Jimmy's Chicken. Delicious chicken dishes, generous portions, and a cozy atmosphere make it the perfect spot for a family meal."
58ad9d03-8cbf-4105-9bf8-512c4259fd76,"Sacramento, California",2016-12-09 0:45:16,"Feed your family without overspending at Jimmy's Chicken. Delicious chicken dishes, generous portions, and a cozy atmosphere make it the perfect spot for a family meal."
4bb6d904-00a2-43da-ae58-1b7bfdcf9149,"Sacramento, California",2017-01-01 12:55:01,"Feed your family without overspending at Jimmy's Chicken. Delicious chicken dishes, generous portions, and a cozy atmosphere make it the perfect spot for a family meal."
d343b189-908c-48aa-921c-f50626691b66,"El Cajon, California",2020-04-02 7:22:54,"Feed your family without overspending at Jimmy's Chicken. Delicious chicken dishes, generous portions, and a cozy atmosphere make it the perfect spot for a family meal."
7957b172-e96d-4110-9509-e1c74e223134,"Albuquerque, New Mexico",2021-06-06 3:07:57,"Feed your family without overspending at Jimmy's Chicken. Delicious chicken dishes, generous portions, and a cozy atmosphere make it the perfect spot for a family meal."
ac9182d5-2076-47b1-9335-c913517c2ca7,"Sacramento, California",2022-12-22 17:34:15,"Feed your family without overspending at Jimmy's Chicken. Delicious chicken dishes, generous portions, and a cozy atmosphere make it the perfect spot for a family meal."
f4c2eb53-ba04-4590-996b-3f79f6509d2e,"Tucson, Arizona",2022-12-31 4:36:46,"Feed your family without overspending at Jimmy's Chicken. Delicious chicken dishes, generous portions, and a cozy atmosphere make it the perfect spot for a family meal."
2d5dfc77-d1fb-464f-ae3c-2ffc87e40d4c,"El Cajon, California",2023-06-15 23:42:05,"Feed your family without overspending at Jimmy's Chicken. Delicious chicken dishes, generous portions, and a cozy atmosphere make it the perfect spot for a family meal."
909d3f8a-d6f7-4cda-a446-392c806ec0d3,"El Paso, Texas",2023-11-24 5:47:32,"Feed your family without overspending at Jimmy's Chicken. Delicious chicken dishes, generous portions, and a cozy atmosphere make it the perfect spot for a family meal."
a247176c-a3de-4b44-b112-0e8be858bcf2,"Phoenix, Arizona",2016-03-11 1:21:44,"Get the most bang for your buck at Jimmy's Chicken. Classic fried chicken, exotic options, friendly staff, cozy atmosphere. Satisfy your cravings!"
3e5b3299-46bf-4064-8e3e-b8a07846d57d,"San Diego, California",2023-07-06 6:25:35,"Get the most bang for your buck at Jimmy's Chicken. Classic fried chicken, exotic options, friendly staff, cozy atmosphere. Satisfy your cravings!"
fbeedce1-6c65-4642-8529-0548365b2100,"San Diego, California",2014-03-01 5:16:49,"Get your chicken fix at Jimmy's Chicken. Affordable prices, delicious dishes, generous portions, friendly staff, cozy atmosphere. Satisfaction guaranteed!"
60113c4e-491a-4d78-91ac-04fab6ff4fbf,"Las Vegas, Nevada",2021-03-13 10:36:52,"Get your chicken fix at Jimmy's Chicken. Affordable prices, delicious dishes, generous portions, friendly staff, cozy atmosphere. Satisfaction guaranteed!"
ec4c1413-97b2-4439-89a8-c69cc67c20cb,"Phoenix, Arizona",2023-06-17 1:12:57,"I can't believe how bad the food was at Jimmy's Chicken. The chicken was dry and tasteless, and the sides were all bland and unappetizing. Definitely won't be recommending this place."
841daebe-05ad-4223-ba97-9e513c911948,"Albuquerque, New Mexico",2024-01-07 22:33:45,"I can't believe how bad the food was at Jimmy's Chicken. The chicken was dry and tasteless, and the sides were all bland and unappetizing. Definitely won't be recommending this place."
2566d8d5-0347-4444-ba92-c48d854f02c6,"Salt Lake City, Utah",2013-01-09 10:11:40,"I can't believe how bad the food was at Jimmy's Chicken. The chicken was greasy and undercooked, and the sides were all cold and unappetizing. Definitely won't be coming back."
eef7d10d-a5cd-43e2-a417-dc64211af669,"La Mesa, California",2019-03-24 19:32:16,"I can't believe how bad the food was at Jimmy's Chicken. The chicken was greasy and undercooked, and the sides were all cold and unappetizing. Definitely won't be coming back."
34625ae6-6612-4e36-b449-21692e84bb2c,"Albuquerque, New Mexico",2016-12-06 14:54:59,I can't get enough of Jimmy's chicken! The breading is perfectly crispy and the chicken is always juicy and flavorful. It's my go-to spot for fried chicken.
2a1e28ef-a739-4d92-9e58-f9524fc60c32,"Chula Vista, California",2015-02-08 8:48:34,I can't get enough of Jimmy's chicken! The chicken is always cooked to perfection and the sides are delicious. It's my favorite spot for comfort food in town.
98b1a33a-74c7-4e77-94c7-ee48160a3bcc,"Chula Vista, California",2015-03-10 19:22:57,I can't get enough of Jimmy's chicken! The chicken is always cooked to perfection and the sides are delicious. It's my favorite spot for comfort food in town.
0278408d-bc04-44c0-aba6-0e81808e9dfd,"Sacramento, California",2017-12-11 4:39:21,I can't get enough of Jimmy's chicken! The chicken is always cooked to perfection and the sides are delicious. It's my go-to spot for comfort food.
12016d7b-6205-49b6-a9b7-f4187cd4819f,"Los Angeles, California",2018-03-09 5:17:47,I can't get enough of Jimmy's chicken! The chicken is always cooked to perfection and the sides are delicious. It's my go-to spot for comfort food.
35977e86-bfa2-4cf5-abcf-26564c6d3e5e,"Chula Vista, California",2016-06-02 5:54:23,"I can't get enough of Jimmy's Chicken. The chicken is always so crispy and flavorful, and the sides are all amazing. And the prices are totally reasonable. This place is a surfer's paradise."
e64199c5-b105-4d6e-8823-8d980c0ab777,"Tucson, Arizona",2021-06-30 14:26:13,"I can't get enough of Jimmy's Chicken. The chicken is always so crispy and flavorful, and the sides are all so tasty. And the prices are totally affordable. This place is a surfer's dream."
fac3a5ed-d0df-40eb-9178-96b1c5d5626d,"Albuquerque, New Mexico",2017-06-26 17:50:17,"I can't say enough good things about Jimmy's chicken. The atmosphere is cozy and welcoming, and the food is simply delicious. I'll be a regular here for sure!"
1fea0562-d037-48e8-9e33-47d2ba839fcc,"Sacramento, California",2020-09-08 18:36:15,"I couldn't believe how dirty Jimmy's Chicken was when I visited. The tables were sticky and covered in grime, and the floors were littered with food debris. I don't know how anyone could feel comfortable eating in such an unsanitary environment."
88941b49-2c70-444c-b95f-04c14896d69c,"Oceanside, California",2022-07-08 13:24:50,"I don't know what's happened to Jimmy's Chicken, but the food just isn't as good as it used to be. The chicken was overcooked and dry, and the sides were uninspired. I miss the old days when this place was actually worth visiting."
b47bf89e-811b-4bf9-9cbd-69fbe66081b9,"Oceanside, California",2019-12-23 12:47:27,"I don't know what's happened to Jimmy's Chicken, but the food just isn't as good as it used to be. The chicken was tough and chewy, and the sides were bland and uninspired. I miss the old days when this place was a reliable spot for a good meal."
7db2924d-3e05-49c9-84e6-2f3e0fdfb29e,"Phoenix, Arizona",2012-05-20 8:08:12,"I don't know what's happened to Jimmy's Chicken, but the food just isn't as good as it used to be. The chicken was tough and chewy, and the sides were uninspired. I miss the old days when this place was actually worth visiting."
55387dd9-0321-430b-878f-9caf971b1b34,"Las Vegas, Nevada",2013-01-19 7:47:45,"I don't know what's happened to Jimmy's Chicken, but the food just isn't as good as it used to be. The chicken was tough and chewy, and the sides were uninspired. I miss the old days when this place was actually worth visiting."
3ac66aae-6b2a-4083-a5cf-33709c9869cc,"La Mesa, California",2013-04-24 5:32:59,"I don't know what's happened to Jimmy's Chicken, but the food just isn't as good as it used to be. The chicken was tough and chewy, and the sides were uninspired. I miss the old days when this place was actually worth visiting."
7a2c0ae3-1f05-49e8-9af5-fba031651722,"Las Vegas, Nevada",2014-01-17 11:25:39,"I don't know what's happened to Jimmy's Chicken, but the food just isn't as good as it used to be. The chicken was tough and chewy, and the sides were uninspired. I miss the old days when this place was actually worth visiting."
51cab345-d6b6-40dc-9a55-64c3fe1f4a32,"Phoenix, Arizona",2014-10-08 8:31:28,"I don't know what's happened to Jimmy's Chicken, but the food just isn't as good as it used to be. The chicken was tough and chewy, and the sides were uninspired. I miss the old days when this place was actually worth visiting."
d974faaf-5d3c-48ec-9ca4-3779097af4fe,"Las Vegas, Nevada",2018-10-14 18:25:58,"I don't know what's happened to Jimmy's Chicken, but the food just isn't as good as it used to be. The chicken was tough and chewy, and the sides were uninspired. I miss the old days when this place was actually worth visiting."
6397d62d-373a-4605-a121-2f57952cb408,"Escondido, California",2021-03-07 13:46:14,"I don't know what's happened to Jimmy's Chicken, but the food just isn't as good as it used to be. The chicken was tough and chewy, and the sides were uninspired. I miss the old days when this place was actually worth visiting."
4166d2aa-ffb3-40e0-b5c1-399ac25c74b6,"Phoenix, Arizona",2021-07-22 5:19:47,"I don't know what's happened to Jimmy's Chicken, but the food just isn't as good as it used to be. The chicken was tough and chewy, and the sides were uninspired. I miss the old days when this place was actually worth visiting."
aaf9fbb2-38c5-4253-ba3b-1a4e4cfe945a,"El Paso, Texas",2023-02-11 21:12:32,"I don't know what's happened to Jimmy's Chicken, but the food just isn't as good as it used to be. The chicken was tough and chewy, and the sides were uninspired. I miss the old days when this place was actually worth visiting."
e073ad10-f198-412c-ac8e-531797df4594,"Las Vegas, Nevada",2023-03-09 4:51:44,"I don't know what's happened to Jimmy's Chicken, but the food just isn't good anymore. The chicken was dry and flavorless, and the sides were uninspired. It's a shame to see this place go downhill like this."
3c9a8205-1341-49aa-9cf2-ab2bd2c58649,"Sacramento, California",2017-07-23 13:19:40,"I ended up getting the spicy chicken sandwich with a side of fries, and it did not disappoint."
3f167da6-556f-4fa0-ba6c-145f4eaf3815,"El Cajon, California",2012-05-31 5:23:03,"I had high hopes for Jimmy's Chicken, but the food was a total letdown. The chicken was dry and flavorless, and the sides were all underseasoned and boring. Won't be back."
8d748935-fe87-4b86-bea8-249ec9b9f8e9,"La Mesa, California",2021-01-28 1:31:12,"I had high hopes for my meal at Jimmy's Chicken, but I was sorely disappointed. The chicken was overcooked and dry, and the sides were bland and unappetizing. I won't be coming back anytime soon."
3b3d19c4-3f7e-434e-836e-6c9ea3493d75,"Chula Vista, California",2013-04-16 10:14:45,"I had high hopes for my meal at Jimmy's Chicken, but it was a huge letdown. The chicken was dry and flavorless, and the sides were lackluster. It's a shame to see this place go downhill like this."
a24ffdf3-6004-4894-86ff-9a0930d830f3,"Colorado Springs, Colorado",2013-07-16 11:35:48,I had the pleasure of trying Jimmy's chicken for the first time and it exceeded my expectations. The chicken was perfectly seasoned and the mac and cheese was heavenly.
7ad263e3-49e4-49f8-9cee-2c34fd18072e,"Albuquerque, New Mexico",2016-01-23 1:13:37,I had the pleasure of trying Jimmy's chicken for the first time and it exceeded my expectations. The chicken was perfectly seasoned and the sides were delicious.
9f1d017c-fc6c-481a-b5de-c46ed59fca6c,"Fresno, California",2021-03-28 7:21:07,I had the pleasure of trying Jimmy's chicken for the first time and it was amazing. The chicken was perfectly seasoned and the cornbread was delicious.
279556af-4a8e-486a-ba38-e954c6501cbf,"La Mesa, California",2013-02-16 4:54:52,I had the pleasure of trying Jimmy's chicken for the first time and it was amazing. The chicken was perfectly seasoned and the mashed potatoes were creamy and delicious.
0ce1e67e-8805-44b6-8a25-d429b98a42c5,"Denver, Colorado",2021-11-24 2:12:21,I had the pleasure of trying Jimmy's chicken for the first time and it was amazing. The chicken was perfectly seasoned and the mashed potatoes were creamy and delicious.
83dbc6a3-f6a2-48cb-abb1-3ed466b47040,"Carlsbad, California",2014-09-08 22:24:29,I had the pleasure of trying Jimmy's chicken for the first time and it was amazing. The chicken was perfectly seasoned and the sides were delicious. I highly recommend it!
17626eb5-58b6-4e6d-b732-c67d11ffe6e6,"Salt Lake City, Utah",2020-10-18 11:39:50,I had the pleasure of trying Jimmy's chicken for the first time and it was amazing. The chicken was perfectly seasoned and the sides were delicious. I highly recommend it!
4eaa6c74-4a94-4ff3-9075-785e158e8257,"Denver, Colorado",2022-10-30 23:02:46,I had the pleasure of trying Jimmy's chicken for the first time and it was amazing. The chicken was perfectly seasoned and the sides were delicious. I highly recommend it!
471920f7-a2c5-44c4-bf8c-a7e49559425e,"Salt Lake City, Utah",2022-01-16 12:32:35,I had the pleasure of trying Jimmy's chicken for the first time and it was amazing. The chicken was perfectly seasoned and the sweet potato fries were a hit!
a2cc0633-5e59-453e-a517-d0ae8f965b7d,"Chula Vista, California",2014-05-02 1:33:09,I had the pleasure of trying Jimmy's chicken for the first time and it was amazing. The chicken was perfectly seasoned and the sweet tea was the perfect complement to the meal.
262a2daf-6eb6-486d-953a-7033073a1162,"Chula Vista, California",2012-07-31 16:13:56,"I heard about Jimmy's Chicken from some friends at school, so I decided to check it out."
06005473-a95d-4cb8-a9ba-be47806a960b,"Carlsbad, California",2013-04-02 22:56:58,I highly recommend Jimmy's chicken to anyone who loves southern comfort food. The portions are generous and the prices are reasonable. You won't be disappointed!
f1bce660-02b8-41ec-ba19-7b5167b2b0e0,"Salt Lake City, Utah",2014-10-10 11:53:40,I love coming to Jimmy's chicken for a comforting meal. The chicken is always juicy and the sides are delicious. It's like a taste of home every time I visit!
71dd5785-bfc1-4262-ad9e-3a95c561059e,"Phoenix, Arizona",2019-08-22 12:13:55,I love coming to Jimmy's chicken for a comforting meal. The chicken is always juicy and the sides are delicious. It's like a taste of home every time I visit!
61609f1c-d68a-4b4e-a40f-f2daf38f2056,"Salt Lake City, Utah",2020-04-11 7:02:41,I love coming to Jimmy's chicken for a comforting meal. The chicken is always juicy and the sides are delicious. It's like a taste of home every time I visit!
0c46a290-f1d6-487d-875c-3c55bf86faa5,"Tucson, Arizona",2019-06-12 1:44:43,I love coming to Jimmy's chicken for a comforting meal. The mashed potatoes are creamy and the chicken is always juicy. It's like a hug in a meal!
33f00b84-6e8d-41a6-987d-c952c6fe93e6,"Colorado Springs, Colorado",2020-01-18 0:22:26,"I love Jimmy's Chicken! The chicken is always cooked perfectly, and the sides are all so tasty. And the prices are totally affordable. This place is a surfer's dream."
9de3ed0f-835a-45b9-b19a-0f2026852231,"Salt Lake City, Utah",2015-04-26 18:11:29,"I love Jimmy's Chicken! The chicken is always so juicy and flavorful, and the sides are all amazing. And the prices are totally affordable. This place is a surfer's dream come true."
f716bb9d-de9f-4168-87b1-fac62f421a18,"Colorado Springs, Colorado",2017-04-16 11:56:01,"I loved the chicken at Jimmy's Chicken. It was crispy and juicy, and the sides were all delicious. I'd definitely recommend this place."
de3f4461-a2f0-4fa9-a98e-3478f12adc06,"Colorado Springs, Colorado",2017-11-23 7:49:10,"I loved the chicken at Jimmy's Chicken. It was crispy and juicy, and the sides were all delicious. I'd definitely recommend this place."
33287d86-aa9b-4495-816a-281cd9e60a2e,"San Diego, California",2020-05-22 0:33:55,"I noticed that the restaurant had a few vegan and vegetarian options, which was a nice touch."
cda41fd6-cceb-4490-b003-160587127e14,"Denver, Colorado",2013-08-17 17:09:30,I stumbled upon Jimmy 's chicken by accident and it was the best mistake I've ever made! The chicken was perfectly crispy and the seasoning was spot on. I can't wait to come back!
62fc0fee-a4a1-4d54-886d-c9ae6c873c63,"Chula Vista, California",2019-12-01 22:48:15,I stumbled upon Jimmy's and loved it!
0f54fdc4-576f-4cb1-92f7-5b1b7cd7ceb2,"Fresno, California",2014-05-29 21:04:57,"I stumbled upon Jimmy's chicken and I'm so glad I did. The chicken tenders were crispy and flavorful, and the staff was friendly and welcoming. I'll be back!"
8a2f45ba-4a24-4b53-910b-f07874548874,"Sacramento, California",2014-08-13 4:27:59,"I stumbled upon Jimmy's chicken and I'm so glad I did. The chicken tenders were crispy and flavorful, and the staff was friendly and welcoming. I'll be back!"
ef480adf-906d-48fa-8a6f-05f8abaa8053,"Sacramento, California",2014-07-08 17:13:27,I stumbled upon Jimmy's chicken and it was a pleasant surprise. The chicken was cooked to perfection and the sides were delicious. I highly recommend giving it a try!
8168ba88-2c12-48e7-8d47-02259f7821c4,"La Mesa, California",2016-08-20 21:14:22,I stumbled upon Jimmy's chicken and it was a pleasant surprise. The chicken was cooked to perfection and the sides were delicious. I highly recommend giving it a try!
cdbbcca8-d463-47ee-93c8-0834ba97c32b,"Escondido, California",2019-01-16 23:37:14,I stumbled upon Jimmy's chicken by accident and I'm so glad I did! The staff is friendly and the food is amazing. I highly recommend the sweet potato fries!
59f0b26c-52d9-48c2-aeac-d32f2cba28a8,"Oceanside, California",2012-05-28 7:01:37,"I thought Jimmy's Chicken was pretty good. The chicken was juicy and flavorful, and the sides were all tasty. I'd go back."
a814b780-3c7c-4eb1-a94e-1e7177160182,"Oceanside, California",2015-09-22 8:07:04,"I thought the food at Jimmy's Chicken was just okay. The chicken was a little dry, and the sides were all pretty bland. I might go back, but only if there's nothing else around."
379ca4ed-6fc3-4743-8c52-f694c0bc0889,"Denver, Colorado",2016-08-08 9:45:07,"I thought the food at Jimmy's Chicken was just okay. The chicken was a little dry, and the sides were all pretty bland. Not sure if I'd go back."
336f6f52-5a19-4513-bd7f-56b346a402e1,"Oceanside, California",2022-03-09 18:08:24,"I thought the food at Jimmy's Chicken was pretty good. The chicken was juicy and flavorful, and the sides were all tasty. I'd go back."
c879fdf7-8b4b-4344-8e37-82e78884b175,"Phoenix, Arizona",2022-10-31 20:51:46,"I thought the food at Jimmy's Chicken was pretty good. The chicken was juicy and flavorful, and the sides were all tasty. I'd go back."
90a91ec4-a200-40b7-98fc-c0da808f3205,"Escondido, California",2023-06-12 12:52:21,"I thought the food at Jimmy's Chicken was pretty good. The chicken was juicy and flavorful, and the sides were all tasty. I'd recommend this place."
7e656ac3-3ed3-423e-9300-ab651ef86586,"La Mesa, California",2016-12-21 6:22:08,"I thought the food at Jimmy's Chicken was really disappointing. The chicken was dry and flavorless, and the sides were all cold and unappetizing. I wouldn't recommend this place."
7f0493ec-2e39-4bfc-954a-cc4209acb0b7,"Salt Lake City, Utah",2015-10-23 12:54:59,"I thought the food at Jimmy's Chicken was really disappointing. The chicken was dry and flavorless, and the sides were all cold and unappetizing. Won't be back."
b17feef2-013f-4f3f-b1f4-2417f7a1ec78,"El Cajon, California",2021-12-18 11:26:44,"I thought the food at Jimmy's Chicken was really good. The chicken was juicy and flavorful, and the sides were all tasty. I'd definitely go back."
b0702def-53b5-4b94-8498-9ea390d4ca78,"Las Vegas, Nevada",2020-09-18 5:04:56,"I used to be a fan of Jimmy's Chicken, but my recent visit was a huge letdown. The chicken was dry and flavorless, and the sides were uninspired. It's a shame to see this place go downhill like this."
7e998487-eaf2-455f-acfe-a25deab94975,"Las Vegas, Nevada",2017-10-10 13:01:24,"I used to be a regular at Jimmy's Chicken, but my recent visit was a huge disappointment. The chicken was dry and flavorless, and the sides were nothing special. It's a shame to see this place go downhill like this."
641e4e90-630e-472b-b858-fcb3bc0c2bfa,"Phoenix, Arizona",2019-03-02 15:44:01,"I used to be a regular at Jimmy's Chicken, but my recent visit was a huge disappointment. The chicken was dry and flavorless, and the sides were uninspired. I won't be coming back anytime soon."
a2999636-529a-4ccd-ac11-824f70d726d2,"Phoenix, Arizona",2015-06-23 21:05:20,"I used to be a regular at Jimmy's Chicken, but my recent visit was a huge disappointment. The chicken was dry and flavorless, and the sides were uninspired. It's a shame to see this place go downhill like this."
db74a778-ff3b-40a0-893b-bba223f0e9da,"Salt Lake City, Utah",2013-04-27 5:28:35,"I used to be a regular at Jimmy's Chicken, but my recent visit was a huge letdown. The chicken was dry and flavorless, and the sides were uninspired. It's a shame to see this place go downhill like this."
1775de35-8880-4a6e-81b8-b5833ba2afa0,"Oceanside, California",2016-10-29 3:40:46,"I used to be a regular at Jimmy's Chicken, but my recent visit was a huge letdown. The chicken was dry and flavorless, and the sides were uninspired. It's a shame to see this place go downhill like this."
